WKT;id;nom;type;uri
"MULTIPOINT ((900679.993231523 6444424.65217474))";"7387010844";;crossing#marked;http
"MULTIPOINT ((899009.806020654 6431912.87691546))";"7418715251";Pas Morta;mountain_pass#yes;http://purl.org/choucas.ign.fr/oor#col
"MULTIPOINT ((903362.095610631 6443832.04231152))";"7454668350";Les Côtes 1487;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((902808.925460906 6443328.46427766))";"747010596";Les Touvières;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((902054.322544464 6443583.56861596))";"747011271";Pont de l'Amour 1109 m;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((904746.181931036 6444476.68545825))";"7537772287";;natural#spring;http://purl.org/choucas.ign.fr/oor#source
"MULTIPOINT ((904266.037032012 6443076.83905958))";"7562467207";Fontaine de Pissavache;natural#spring;http://purl.org/choucas.ign.fr/oor#source
"MULTIPOINT ((904030.260875648 6443061.31268495))";"7562467208";;natural#spring;http://purl.org/choucas.ign.fr/oor#source
"MULTIPOINT ((903910.69216208 6443099.94710823))";"7562467209";;natural#spring;http://purl.org/choucas.ign.fr/oor#source
"MULTIPOINT ((904493.833203497 6444310.79963947))";"7562931640";Fontaine du Chaulange;natural#spring;http://purl.org/choucas.ign.fr/oor#source
"MULTIPOINT ((902698.677268607 6442660.33570595))";"756895540";La fauge 1 escalade;natural#cliff;http://purl.org/choucas.ign.fr/oor#falaise
"MULTIPOINT ((902651.493508202 6442229.2691064))";"756895541";La fauge 3 escalade;natural#cliff;http://purl.org/choucas.ign.fr/oor#falaise
"MULTIPOINT ((901143.698080961 6444038.0787035))";"756895542";bloc 1;natural#rock;http://purl.org/choucas.ign.fr/oor#rocher
"MULTIPOINT ((901246.428303939 6444054.64838965))";"756895543";bloc 2;natural#rock;http://purl.org/choucas.ign.fr/oor#rocher
"MULTIPOINT ((901239.90744969 6444042.04541103))";"756895544";bloc 3;natural#rock;http://purl.org/choucas.ign.fr/oor#rocher
"MULTIPOINT ((901242.065293754 6444031.2859452))";"756895545";bloc 4;natural#rock;http://purl.org/choucas.ign.fr/oor#rocher
"MULTIPOINT ((900388.725743289 6444181.70552511))";"756895546";;amenity#parking;http://purl.org/choucas.ign.fr/oor#parking
"MULTIPOINT ((900322.588346023 6444282.29691597))";"756895547";;leisure#garden;http://purl.org/choucas.ign.fr/oor#parc
"MULTIPOINT ((900333.633756559 6444402.16018615))";"756895548";La Fauge;waterway#stream;"http://purl.org/choucas.ign.fr/oor#cours_d&apos;eau"
"MULTIPOINT ((901987.215824111 6444367.14053614))";"757520923";Chemin de la Garria;highway#service;http
"MULTIPOINT ((901966.127607124 6444280.82238116))";"757522733";;leisure#swimming_pool;ttp://purl.org/choucas.ign.fr/oor#piscine
"MULTIPOINT ((903328.292065509 6437226.2130502))";"7589299355";Grotte des deux soeurs;natural#cave_entrance;http://purl.org/choucas.ign.fr/oor#grotte
"MULTIPOINT ((903585.625454965 6436122.72189403))";"7589396822";;natural#spring;http://purl.org/choucas.ign.fr/oor#source
"MULTIPOINT ((901358.682466436 6437820.4150807))";"7589534412";Croix de Bressant;man_made#cross;http://purl.org/choucas.ign.fr/oor#croix
"MULTIPOINT ((901273.624065408 6437937.4514067))";"7589534413";Fontaine de l'Ours;natural#spring;http://purl.org/choucas.ign.fr/oor#source
"MULTIPOINT ((901470.283121107 6437713.90742636))";"7663434751";La Fenêtre;natural#arch;http://purl.org/choucas.ign.fr/oor#rocher
"MULTIPOINT ((901656.187297583 6437518.57890726))";"7663473623";;avalanche_protection#gasex;http://purl.org/choucas.ign.fr/oor#pare-avalanche
"MULTIPOINT ((901686.358836919 6437516.77938361))";"7663473624";;avalanche_protection#gasex;http://purl.org/choucas.ign.fr/oor#pare-avalanche
"MULTIPOINT ((904436.020260221 6435693.33668549))";"7714948538";;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((904435.279985022 6435691.86772707))";"7714948539";;information#map;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((904431.154244001 6435675.84122589))";"7714948540";;amenity#bench;http
"MULTIPOINT ((904466.399595671 6435858.24487797))";"7714948558";;leisure#picnic_table;http://purl.org/choucas.ign.fr/oor#aire_de_pique-nique
"MULTIPOINT ((900772.796325827 6444144.87642514))";"773593172";;amenity#parking;http://purl.org/choucas.ign.fr/oor#parking
"MULTIPOINT ((900011.307528259 6438009.74484229))";"773881458";Resto d'altitude - Ours Blanc;amenity#restaurant;http
"MULTIPOINT ((900345.538687116 6437822.95537973))";"773883806";Secours;building#yes;HTTP
"MULTIPOINT ((902916.846372069 6439303.34148511))";"7750463209";Scialet des Nuits blanches;natural#cave_entrance;http://purl.org/choucas.ign.fr/oor#grotte
"MULTIPOINT ((902836.282859811 6439043.12835465))";"7750463211";Scialet des Brumes matinales;natural#cave_entrance;http://purl.org/choucas.ign.fr/oor#grotte
"MULTIPOINT ((902920.189976169 6438669.7138089))";"7751263595";Scialet du Silence;natural#cave_entrance;http://purl.org/choucas.ign.fr/oor#grotte
"MULTIPOINT ((904428.596260478 6442641.35977576))";"775280377";Col Vert;mountain_pass#yes;http://purl.org/choucas.ign.fr/oor#col
"MULTIPOINT ((903606.692533193 6437564.69461141))";"7803041957";;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((900690.163209017 6435594.68298414))";"7803091528";Bois Ras;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
